,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,Total expenditure, HIV/AIDS, thinness  1-19 years,Income composition of resources,Immunization Coverage,Schooling
925,2004,Developing,78.7,12.0,0,9.89,4508.806185,0,57.6,8.21,0.1,0.9,0.8690000000000001,High Polio & High Diphtheria,18.3
926,2003,Developing,78.4,98.0,0,9.31,3869.026302,0,57.1,8.15,0.1,0.9,0.866,High Polio & High Diphtheria,18.1
927,2002,Developing,78.1,98.0,0,9.25,3099.357319,0,56.6,7.81,0.1,0.9,0.863,High Polio & High Diphtheria,18.0
928,2001,Developing,78.0,1.0,0,8.94,2775.33544,1,56.1,7.43,0.1,0.9,0.856,High Polio & High Diphtheria,17.7
929,2000,Developing,77.5,15.0,0,8.59,397.7533689,0,55.5,7.22,0.1,0.9,0.847,High Polio & High Diphtheria,17.3
931,2014,Developing,82.2,79.0,3,11.5,6739.677606,267,62.0,11.54,0.1,0.6,0.89,High Polio & High Diphtheria,16.2
932,2013,Developing,82.0,81.0,3,11.1,6646.9539350000005,272,61.6,11.56,0.1,0.6,0.887,High Polio & High Diphtheria,16.2
933,2012,Developing,81.5,83.0,3,11.5,751.3793552999999,0,61.1,11.44,0.1,0.6,0.885,High Polio & High Diphtheria,16.1
934,2011,Developing,81.7,83.0,3,11.8,683.9190568,14949,6.6,11.33,0.1,0.6,0.882,High Polio & High Diphtheria,16.1
935,2010,Developing,81.3,86.0,3,11.7,72.80012109999998,5048,6.1,11.2,0.1,0.6,0.879,High Polio & High Diphtheria,16.0
936,2009,Developing,81.1,88.0,3,11.8,6415.35735,1541,59.6,11.28,0.1,0.6,0.879,High Polio & High Diphtheria,16.0
937,2008,Developing,89.0,88.0,3,11.9,7002.785925,604,59.1,1.57,0.1,0.6,0.877,High Polio & High Diphtheria,16.1
938,2007,Developing,89.0,89.0,3,12.2,64.73714894,39,58.6,1.45,0.1,0.6,0.873,High Polio & High Diphtheria,16.1
939,2006,Developing,86.0,92.0,3,12.4,5689.9919310000005,40,58.0,1.53,0.1,0.6,0.87,High Polio & High Diphtheria,16.1
940,2005,Developing,81.0,93.0,3,12.2,5451.701225,36,57.5,1.6,0.1,0.6,0.86,High Polio & High Diphtheria,15.5
941,2004,Developing,82.0,94.0,3,13.18,5291.234786,4448,57.0,1.53,0.1,0.6,0.857,High Polio & High Diphtheria,15.5
942,2003,Developing,79.3,99.0,3,13.49,4572.441963,0,56.4,1.43,0.1,0.6,0.852,High Polio & High Diphtheria,15.4
943,2002,Developing,79.2,11.0,3,13.78,3779.655273,5185,55.8,1.22,0.1,0.7,0.851,High Polio & High Diphtheria,15.5
944,2001,Developing,79.0,13.0,3,13.89,3451.185079,0,55.2,9.89,0.1,0.7,0.8490000000000001,High Polio & High Diphtheria,15.6
945,2000,Developing,78.8,13.0,3,13.63,3410.284431,10000,54.6,9.77,0.1,0.7,0.8440000000000001,High Polio & High Diphtheria,15.7
947,2014,Developing,65.5,237.0,2,0.01,715.2816938999999,33,35.8,3.44,2.8,6.1,0.687,High Polio &  Low Diphtheria,12.6
948,2013,Developing,64.6,255.0,2,8.86,154.8758879,122,35.2,3.98,3.7,6.2,0.6779999999999999,High Polio & High Diphtheria,12.5
949,2012,Developing,63.5,276.0,2,8.3,805.3925284,2,34.6,3.13,4.9,6.3,0.669,Low Polio & High Diphtheria,12.5
950,2011,Developing,62.8,289.0,2,8.9,133.5223672,2,34.1,3.12,6.0,6.4,0.664,High Polio & High Diphtheria,12.5
951,2010,Developing,62.3,294.0,2,8.85,145.318282,1,33.5,3.41,7.0,6.5,0.66,High Polio & High Diphtheria,12.5
952,2009,Developing,61.7,31.0,2,8.64,52.31086276,0,33.0,3.43,8.0,6.7,0.652,High Polio & High Diphtheria,12.4
953,2008,Developing,61.6,298.0,2,8.75,11.05422474,3,32.4,2.54,8.9,6.8,0.6509999999999999,High Polio & High Diphtheria,12.4
954,2007,Developing,61.6,291.0,2,9.02,545.4389573,0,31.9,2.86,10.0,6.9,0.645,High Polio & High Diphtheria,12.4
955,2006,Developing,61.4,288.0,2,8.01,40.53719812,90,31.4,2.88,10.7,7.1,0.6459999999999999,Low Polio &  Low Diphtheria,12.4
956,2005,Developing,65.0,37.0,2,7.72,353.2438029,0,3.8,2.76,10.9,7.2,0.64,Low Polio &  Low Diphtheria,12.4
957,2004,Developing,59.7,322.0,2,8.13,443.47506339999995,63,3.3,3.26,11.1,7.4,0.64,Low Polio &  Low Diphtheria,12.3
958,2003,Developing,59.7,32.0,2,6.47,352.232365,0,29.8,3.48,11.0,7.5,0.638,Low Polio &  Low Diphtheria,12.3
959,2002,Developing,59.7,315.0,2,8.34,22.69039905,110,29.2,3.22,10.7,7.7,0.636,Low Polio &  Low Diphtheria,12.3
960,2001,Developing,59.8,37.0,2,9.29,183.69807780000002,5129,28.7,3.23,10.1,7.8,0.633,Low Polio &  Low Diphtheria,12.3
961,2000,Developing,61.0,296.0,2,8.87,218.17274730000003,15,28.1,2.89,9.5,8.0,0.637,Low Polio &  Low Diphtheria,12.2
963,2014,Developing,68.0,266.0,3,0.01,0.0,1,26.7,7.34,1.7,7.5,0.449,High Polio & High Diphtheria,8.9
964,2013,Developing,66.0,266.0,3,0.01,0.0,0,26.0,6.49,1.6,7.6,0.445,High Polio & High Diphtheria,8.9
965,2012,Developing,62.0,269.0,3,0.01,0.0,0,25.4,6.12,1.4,7.8,0.44,High Polio & High Diphtheria,8.8
966,2011,Developing,59.8,277.0,3,3.41,0.0,0,24.8,6.24,1.8,8.0,0.441,High Polio & High Diphtheria,8.7
967,2010,Developing,59.3,284.0,3,3.48,0.0,2,24.1,5.75,2.1,8.2,0.439,High Polio & High Diphtheria,8.8
968,2009,Developing,59.0,286.0,3,2.99,0.0,0,23.5,5.85,2.7,8.4,0.434,High Polio & High Diphtheria,8.9
969,2008,Developing,58.7,287.0,3,2.79,0.0,0,22.8,5.95,3.0,8.6,0.426,High Polio & High Diphtheria,8.6
970,2007,Developing,58.5,288.0,3,2.64,0.0,0,22.2,5.76,3.1,8.8,0.42,High Polio & High Diphtheria,8.4
971,2006,Developing,58.2,288.0,3,2.93,0.0,0,21.5,5.52,3.0,9.0,0.415,High Polio & High Diphtheria,8.1
972,2005,Developing,57.7,294.0,3,2.26,0.0,0,2.9,4.97,3.0,9.2,0.41200000000000003,High Polio & High Diphtheria,7.8
973,2004,Developing,57.3,296.0,3,2.51,0.0,0,2.3,4.35,2.9,9.4,0.40399999999999997,High Polio & High Diphtheria,7.6
974,2003,Developing,57.0,297.0,3,2.47,0.0,119,19.7,4.22,2.7,9.6,0.395,High Polio & High Diphtheria,7.3
975,2002,Developing,56.6,298.0,3,2.08,0.0,32,19.1,3.75,2.5,9.8,0.392,High Polio & High Diphtheria,7.0
976,2001,Developing,56.3,3.0,3,2.25,0.0,99,18.5,3.71,2.3,1.0,0.384,High Polio & High Diphtheria,6.8
977,2000,Developing,55.9,33.0,3,2.18,0.0,336,18.0,3.61,2.0,1.2,0.377,High Polio &  Low Diphtheria,6.5
979,2014,Developing,74.5,125.0,1,6.13,221.482875,3188,55.3,7.42,0.1,2.7,0.759,High Polio & High Diphtheria,13.5
980,2013,Developing,74.5,128.0,1,5.91,180.3787034,7872,54.4,7.25,0.1,2.7,0.755,High Polio & High Diphtheria,13.5
981,2012,Developing,74.2,13.0,1,7.71,158.2576025,31,53.6,8.57,0.1,2.6,0.7490000000000001,High Polio & High Diphtheria,13.4
982,2011,Developing,73.9,127.0,1,8.14,198.94876000000002,64,52.8,9.38,0.1,2.6,0.742,High Polio & High Diphtheria,13.3
983,2010,Developing,73.8,132.0,1,7.24,194.1732658,22,52.0,1.5,0.1,2.6,0.738,High Polio & High Diphtheria,13.3
984,2009,Developing,73.2,133.0,1,6.66,18.5314303,23,51.3,1.19,0.1,2.6,0.7340000000000001,High Polio & High Diphtheria,12.8
985,2008,Developing,73.9,128.0,1,7.17,151.762567,56,5.5,8.99,0.1,2.6,0.735,Low Polio & High Diphtheria,13.1
986,2007,Developing,74.4,12.0,1,8.65,106.164686,44,49.9,8.17,0.1,2.7,0.722,High Polio & High Diphtheria,12.5
987,2006,Developing,73.9,126.0,1,6.18,110.11382859999999,334,49.2,8.39,0.1,2.7,0.7140000000000001,High Polio & High Diphtheria,12.6
988,2005,Developing,73.9,128.0,1,4.7,9.444875415,1356,48.6,8.6,0.1,2.8,0.703,High Polio & High Diphtheria,12.2
989,2004,Developing,72.3,134.0,1,3.74,7.132564768,6847,48.1,8.53,0.1,2.8,0.6940000000000001,High Polio & High Diphtheria,12.0
990,2003,Developing,72.7,132.0,1,3.36,70.54185252,216,47.5,8.49,0.1,2.9,0.684,High Polio & High Diphtheria,11.8
991,2002,Developing,71.7,142.0,2,2.72,60.55818291,199,47.0,8.72,0.1,2.9,0.677,High Polio & High Diphtheria,11.8
992,2001,Developing,73.0,121.0,2,2.76,57.10318825,35,46.5,7.82,0.1,3.0,0.6729999999999999,High Polio & High Diphtheria,11.7
993,2000,Developing,71.8,129.0,2,3.28,47.81704183,50,46.0,6.94,0.1,3.1,0.0,High Polio &  Low Diphtheria,11.4
995,2014,Developed,89.0,69.0,2,11.03,941.7562909,443,61.9,11.3,0.1,1.1,0.92,High Polio & High Diphtheria,17.0
996,2013,Developed,86.0,71.0,2,10.94,895.8779502999998,1771,61.4,11.16,0.1,1.1,0.919,High Polio & High Diphtheria,16.9
997,2012,Developed,86.0,71.0,2,11.18,839.9133199999999,166,6.9,1.99,0.1,1.1,0.9159999999999999,High Polio & High Diphtheria,16.9
998,2011,Developed,85.0,74.0,2,11.2,869.7907349999999,1607,6.4,1.93,0.1,1.1,0.912,High Polio & High Diphtheria,16.8
999,2010,Developed,81.0,76.0,2,11.2,7584.078579000001,780,59.9,11.25,0.1,1.1,0.907,High Polio & High Diphtheria,16.7
1000,2009,Developed,80.0,79.0,2,11.22,7641.2706450000005,574,59.5,11.4,0.1,1.1,0.9059999999999999,High Polio & High Diphtheria,16.7
1001,2008,Developed,79.9,8.0,2,11.36,8285.264654999999,917,59.0,1.39,0.1,1.1,0.903,High Polio & High Diphtheria,16.6
1002,2007,Developed,79.8,82.0,3,11.5,7777.556353,567,58.5,1.18,0.1,1.1,0.898,High Polio & High Diphtheria,16.6
1003,2006,Developed,79.6,84.0,3,11.76,6407.535954,2307,58.0,1.34,0.1,1.1,0.892,High Polio & High Diphtheria,16.5
1004,2005,Developed,79.2,85.0,3,11.67,6012.92584,778,57.6,1.52,0.1,1.1,0.884,High Polio & High Diphtheria,16.4
1005,2004,Developed,79.1,86.0,3,11.83,5842.374765,121,57.1,1.37,0.1,1.1,0.877,High Polio & High Diphtheria,16.4
1006,2003,Developed,78.5,9.0,3,11.92,582.6157028,779,56.6,1.62,0.1,1.1,0.872,High Polio & High Diphtheria,16.3
1007,2002,Developed,78.4,91.0,3,12.25,437.1059663,4657,56.1,1.4,0.1,1.2,0.867,High Polio & High Diphtheria,16.3
1008,2001,Developed,78.3,92.0,3,12.46,4057.6373829999998,6024,55.6,1.15,0.1,1.2,0.86,High Polio & High Diphtheria,16.2
1009,2000,Developed,78.0,95.0,3,12.91,4238.540035,0,55.1,1.1,0.1,1.2,0.855,High Polio &  Low Diphtheria,16.2
1011,2014,Developing,62.1,253.0,37,0.01,97.67794571,124,28.0,3.56,0.8,6.4,0.5760000000000001,High Polio & High Diphtheria,11.7
1012,2013,Developing,61.9,254.0,38,0.01,28.66897829,319,27.3,4.63,0.9,6.6,0.57,High Polio &  Low Diphtheria,11.5
1013,2012,Developing,61.6,257.0,39,0.01,151.899429,1613,26.7,4.79,0.9,6.7,0.563,High Polio & High Diphtheria,11.2
1014,2011,Developing,61.2,263.0,40,1.64,225.2219474,120,26.1,4.81,1.3,6.9,0.5539999999999999,High Polio & High Diphtheria,10.9
1015,2010,Developing,69.0,267.0,40,1.69,195.9824626,641,25.5,5.33,1.9,7.1,0.547,High Polio & High Diphtheria,10.5
1016,2009,Developing,66.0,271.0,41,1.76,30.72290501,101,24.9,5.17,2.1,7.3,0.542,High Polio & High Diphtheria,10.4
1017,2008,Developing,63.0,275.0,41,1.78,161.01064350000001,82,24.2,4.85,2.2,7.5,0.53,High Polio & High Diphtheria,9.8
1018,2007,Developing,59.9,28.0,41,1.25,3.181373629,6,23.6,5.3,2.6,7.7,0.519,High Polio & High Diphtheria,9.1
1019,2006,Developing,59.4,288.0,41,1.7,129.02633640000002,420,23.0,4.64,2.9,7.9,0.51,High Polio & High Diphtheria,8.7
1020,2005,Developing,58.9,296.0,41,1.5,78.71123825,435,22.4,4.51,3.1,8.1,0.499,High Polio & High Diphtheria,8.1
1021,2004,Developing,58.3,34.0,41,1.46,53.23775977,60,21.8,3.96,3.2,8.4,0.491,High Polio &  Low Diphtheria,7.7
1022,2003,Developing,57.9,38.0,41,1.53,31.09435342,1939,21.2,3.12,3.4,8.6,0.489,Low Polio &  Low Diphtheria,7.9
1023,2002,Developing,57.6,31.0,42,1.6,3.336437969,12289,2.7,3.7,3.5,8.8,0.484,Low Polio & High Diphtheria,7.6
1024,2001,Developing,57.4,39.0,42,1.49,25.55981288,13476,2.1,3.56,3.5,9.0,0.485,High Polio & High Diphtheria,8.0
1025,2000,Developing,57.2,38.0,43,1.6,20.65432873,23068,19.5,3.0,3.6,9.2,0.48,High Polio & High Diphtheria,7.7
1027,2014,Developing,88.0,73.0,0,7.53,2163.043414,1,66.0,8.8,0.1,0.8,0.862,High Polio & High Diphtheria,17.2
1028,2013,Developing,86.0,74.0,0,7.46,2183.106986,3,65.4,9.26,0.1,0.8,0.86,High Polio & High Diphtheria,17.1
1029,2012,Developing,84.0,76.0,0,8.2,2528.992935,3,64.9,9.24,0.1,0.8,0.858,High Polio & High Diphtheria,16.8
1030,2011,Developing,85.0,76.0,0,8.02,3192.887363,40,64.3,9.77,0.1,0.8,0.86,High Polio & High Diphtheria,16.7
1031,2010,Developing,83.0,76.0,0,9.0,3189.7544390000003,149,63.7,9.18,0.1,0.8,0.8590000000000001,High Polio & High Diphtheria,16.4
1032,2009,Developing,80.0,78.0,0,9.08,372.6854142,2,63.1,9.76,0.1,0.8,0.857,High Polio & High Diphtheria,16.2
1033,2008,Developing,79.9,77.0,0,9.51,3682.8871700000004,1,62.4,9.76,0.1,0.8,0.853,High Polio & High Diphtheria,15.9
1034,2007,Developing,79.4,8.0,0,9.67,3632.243121,2,61.8,9.41,0.1,0.8,0.855,High Polio & High Diphtheria,16.4
1035,2006,Developing,79.7,77.0,0,9.42,318.5806628,0,61.2,9.34,0.1,0.8,0.85,High Polio & High Diphtheria,16.3
1036,2005,Developing,79.3,81.0,0,9.95,2785.139364,122,6.5,9.36,0.1,0.8,0.8390000000000001,High Polio & High Diphtheria,15.6
1037,2004,Developing,79.2,81.0,0,9.56,287.6124519,1,59.9,8.3,0.1,0.8,0.83,High Polio & High Diphtheria,15.3
1038,2003,Developing,79.1,81.0,0,9.46,2124.921517,0,59.2,8.61,0.1,0.8,0.823,High Polio & High Diphtheria,15.2
1039,2002,Developing,79.0,81.0,1,8.09,160.8897265,5,58.6,8.72,0.1,0.8,0.8109999999999999,High Polio & High Diphtheria,14.6
1040,2001,Developing,78.7,83.0,1,8.62,1403.022211,12,58.0,8.47,0.1,0.9,0.8009999999999999,Low Polio & High Diphtheria,14.2
1041,2000,Developing,78.2,84.0,1,8.48,122.1823517,56,57.4,7.6,0.1,0.9,0.794,High Polio & High Diphtheria,13.9
1043,2014,Developing,73.5,143.0,0,8.42,789.2764615,0,47.4,6.1,0.1,3.8,0.7490000000000001,High Polio & High Diphtheria,15.8
1044,2013,Developing,73.3,144.0,0,8.25,780.4459281000001,0,46.5,6.15,0.1,3.8,0.746,High Polio & High Diphtheria,15.8
1045,2012,Developing,73.1,146.0,0,8.07,865.9999782,0,45.6,6.36,0.1,3.8,0.7440000000000001,High Polio & High Diphtheria,15.8
1046,2011,Developing,72.9,15.0,0,7.84,11.56715633,0,44.7,6.35,0.1,3.8,0.741,High Polio & High Diphtheria,15.8
1047,2010,Developing,72.6,154.0,0,7.91,145.84019980000002,0,43.9,6.41,0.1,3.8,0.0,High Polio & High Diphtheria,15.8
1048,2009,Developing,72.4,158.0,0,8.42,146.4384488,0,43.1,6.24,0.1,3.8,0.0,High Polio & High Diphtheria,15.6
1049,2008,Developing,72.1,162.0,0,8.92,754.9597129,0,42.4,5.76,0.1,3.8,0.0,High Polio & High Diphtheria,15.4
1050,2007,Developing,71.9,164.0,0,9.06,95.19375921,0,41.8,5.88,0.1,3.9,0.0,High Polio & High Diphtheria,15.3
1051,2006,Developing,71.7,167.0,0,9.06,662.2663687,0,41.1,5.99,0.1,3.9,0.0,High Polio & High Diphtheria,15.1
1052,2005,Developing,71.5,169.0,0,8.8,119.55486940000002,0,4.5,5.5,0.1,3.9,0.0,High Polio & High Diphtheria,14.9
1053,2004,Developing,73.0,187.0,0,8.43,100.965873,0,39.9,5.24,0.1,4.0,0.0,High Polio & High Diphtheria,14.8
1054,2003,Developing,71.1,173.0,0,9.75,77.9454329,0,39.4,5.89,0.1,4.0,0.0,High Polio & High Diphtheria,14.6
1055,2002,Developing,79.0,176.0,0,10.71,513.3465408,0,38.8,6.67,0.1,4.1,0.0,High Polio & High Diphtheria,14.4
1056,2001,Developing,77.0,178.0,0,9.61,81.11355954,0,38.2,7.67,0.1,4.2,0.0,High Polio & High Diphtheria,14.3
1057,2000,Developing,74.0,182.0,0,9.4,676.5453878,0,37.7,6.62,0.1,4.3,0.0,High Polio & High Diphtheria,14.1
1059,2014,Developing,71.7,187.0,10,1.88,657.5282797,0,49.9,6.2,0.4,1.2,0.614,High Polio & High Diphtheria,10.7
1060,2013,Developing,71.4,189.0,11,1.93,582.1469582999999,0,49.3,6.3,0.4,1.2,0.611,High Polio & High Diphtheria,10.7
1061,2012,Developing,71.3,189.0,11,2.02,484.7187892,0,48.6,6.33,0.4,1.2,0.616,High Polio & High Diphtheria,10.6
1062,2011,Developing,71.1,193.0,11,2.16,457.77458449999995,0,47.9,6.28,0.4,1.2,0.609,High Polio & High Diphtheria,10.5
1063,2010,Developing,77.0,196.0,12,2.14,443.32482539999995,0,47.2,6.64,0.4,1.3,0.602,High Polio & High Diphtheria,10.5
1064,2009,Developing,76.0,198.0,12,2.14,445.44233710000003,0,46.5,6.79,0.4,1.3,0.596,High Polio & High Diphtheria,10.4
1065,2008,Developing,79.0,19.0,13,2.21,472.2234994,0,45.9,6.65,0.4,1.3,0.589,High Polio & High Diphtheria,10.4
1066,2007,Developing,75.0,192.0,13,2.4,380.96324289999995,0,45.2,6.86,0.4,1.3,0.578,High Polio & High Diphtheria,10.1
1067,2006,Developing,69.7,24.0,14,2.38,352.0244894,0,44.5,7.7,0.4,1.4,0.57,Low Polio & High Diphtheria,9.8
1068,2005,Developing,69.2,28.0,14,2.35,41.50845637,0,43.8,6.79,0.4,1.4,0.5670000000000001,High Polio & High Diphtheria,9.6
1069,2004,Developing,69.6,21.0,15,2.4,288.4016258,0,43.1,6.77,0.4,1.4,0.564,High Polio & High Diphtheria,9.3
1070,2003,Developing,69.4,24.0,15,2.45,249.32629480000003,0,42.4,6.88,0.4,1.4,0.56,High Polio & High Diphtheria,9.0
1071,2002,Developing,69.3,21.0,16,2.41,25.25040918,0,41.7,6.71,0.3,1.5,0.5529999999999999,High Polio & High Diphtheria,8.8
1072,2001,Developing,68.4,211.0,16,2.53,225.0619956,0,41.1,6.76,0.3,1.5,0.546,High Polio & High Diphtheria,8.5
1073,2000,Developing,67.7,221.0,17,2.63,238.73698080000003,0,4.4,5.25,0.2,1.6,0.539,Low Polio & High Diphtheria,8.2
1075,2014,Developing,58.1,299.0,27,0.01,50.57976483,175,22.7,5.64,0.5,7.5,0.41200000000000003,Low Polio &  Low Diphtheria,8.6
1076,2013,Developing,58.8,284.0,27,0.01,5.140668848,53,22.2,5.49,1.0,7.7,0.406,High Polio & High Diphtheria,8.5
1077,2012,Developing,58.4,288.0,28,0.01,4.344930862,6,21.7,5.39,1.9,7.8,0.396,High Polio & High Diphtheria,8.5
1078,2011,Developing,58.1,29.0,28,0.22,42.2547904,11,21.2,4.73,2.0,8.0,0.385,High Polio & High Diphtheria,8.4
1079,2010,Developing,57.8,291.0,29,0.2,29.74734049,45,2.8,4.55,2.2,8.2,0.38,High Polio & High Diphtheria,8.3
1080,2009,Developing,57.3,297.0,29,0.18,24.84763562,264,2.3,3.85,2.3,8.4,0.376,Low Polio &  Low Diphtheria,8.1
1081,2008,Developing,56.8,33.0,30,0.21,19.68510257,89,19.8,3.21,2.3,8.6,0.371,Low Polio &  Low Diphtheria,7.9
1082,2007,Developing,56.4,36.0,31,0.19,1.399626733,3,19.4,3.8,2.4,8.9,0.364,Low Polio & High Diphtheria,7.6
1083,2006,Developing,55.6,317.0,31,0.16,10.3839337,4,19.0,3.2,2.6,9.1,0.35600000000000004,Low Polio &  Low Diphtheria,7.1
1084,2005,Developing,54.7,327.0,32,0.21,1.099665984,99,18.5,2.82,2.7,9.3,0.34600000000000003,Low Polio &  Low Diphtheria,6.6
1085,2004,Developing,54.0,334.0,33,0.34,18.93011259,10,18.1,3.14,2.8,9.5,0.325,High Polio &  Low Diphtheria,5.1
1086,2003,Developing,53.3,338.0,34,0.18,2.39524067,2497,17.7,3.45,2.9,9.7,0.33799999999999997,High Polio &  Low Diphtheria,5.9
1087,2002,Developing,52.9,337.0,35,0.21,21.337818399999996,2151,17.3,3.76,3.0,9.9,0.32899999999999996,Low Polio &  Low Diphtheria,5.5
1088,2001,Developing,52.5,336.0,36,0.17,19.89790929,7408,16.9,3.65,3.0,1.1,0.322,Low Polio &  Low Diphtheria,5.1
1089,2000,Developing,52.5,328.0,37,0.17,2.215986136,11294,16.6,3.46,3.0,1.3,0.316,Low Polio &  Low Diphtheria,4.8
1091,2014,Developing,58.4,282.0,4,0.01,50.06053544,1,25.6,5.59,3.4,7.3,0.419,High Polio & High Diphtheria,9.2
1092,2013,Developing,58.1,279.0,4,0.01,8.20063742,0,25.0,6.14,4.5,7.5,0.415,High Polio & High Diphtheria,9.1
1093,2012,Developing,57.6,285.0,4,0.01,0.948526366,0,24.3,5.96,5.3,7.7,0.41600000000000004,High Polio & High Diphtheria,9.1
1094,2011,Developing,57.1,289.0,4,3.57,40.45367358,0,23.7,5.46,5.7,7.8,0.41,High Polio & High Diphtheria,9.0
1095,2010,Developing,56.7,287.0,4,3.21,53.30782696,26,23.1,6.7,5.9,8.0,0.405,High Polio & High Diphtheria,8.9
1096,2009,Developing,56.3,288.0,4,2.55,47.12969266,0,22.5,6.81,6.0,8.3,0.401,High Polio &  Low Diphtheria,8.9
1097,2008,Developing,55.6,297.0,5,2.64,28.30191127,12,21.9,6.5,6.0,8.5,0.39799999999999996,High Polio & High Diphtheria,8.8
1098,2007,Developing,55.0,32.0,5,2.98,31.06932595,1,21.3,6.1,5.7,8.7,0.39399999999999996,High Polio & High Diphtheria,8.8
1099,2006,Developing,54.4,36.0,5,3.22,21.53374936,0,2.7,5.87,5.6,8.9,0.38799999999999996,High Polio & High Diphtheria,8.3
1100,2005,Developing,53.9,37.0,5,3.1,22.09757984,0,2.1,5.72,5.4,9.2,0.0,High Polio & High Diphtheria,8.0
1101,2004,Developing,53.5,38.0,5,2.58,13.52999556,3526,19.6,5.41,5.0,9.4,0.0,High Polio & High Diphtheria,7.7
1102,2003,Developing,53.0,38.0,5,2.16,2.527115422,1158,19.0,5.62,4.6,9.6,0.0,High Polio &  Low Diphtheria,7.4
1103,2002,Developing,52.8,35.0,5,2.47,24.65761755,298,18.5,5.84,4.1,9.8,0.0,High Polio &  Low Diphtheria,7.1
1104,2001,Developing,52.5,32.0,5,2.55,0.868708478,126,17.9,5.4,3.6,1.0,0.0,Low Polio &  Low Diphtheria,6.7
1105,2000,Developing,52.1,3.0,5,2.84,6.699418747,0,17.4,4.94,3.1,1.2,0.0,Low Polio &  Low Diphtheria,6.4
1107,2014,Developing,66.0,217.0,0,7.64,4.141293345,0,45.9,5.25,0.3,5.5,0.636,High Polio & High Diphtheria,10.3
1108,2013,Developing,65.9,218.0,0,7.56,345.9044258,0,45.0,5.1,0.3,5.5,0.633,High Polio & High Diphtheria,10.3
1109,2012,Developing,65.8,22.0,0,7.57,497.4719464,0,44.1,6.57,0.3,5.6,0.63,High Polio & High Diphtheria,10.6
1110,2011,Developing,65.6,229.0,0,7.56,536.2332523,0,43.2,6.8,0.4,5.6,0.624,High Polio & High Diphtheria,10.3
1111,2010,Developing,65.9,221.0,0,7.52,48.02859441,0,42.4,6.6,0.4,5.6,0.618,High Polio & High Diphtheria,10.2
1112,2009,Developing,66.1,218.0,0,7.49,466.66936979999997,0,41.6,7.32,0.3,5.6,0.618,High Polio & High Diphtheria,10.5
1113,2008,Developing,66.3,218.0,1,7.32,493.32792930000005,0,4.9,7.46,0.8,5.6,0.618,High Polio & High Diphtheria,10.7
1114,2007,Developing,65.7,232.0,1,7.2,362.8702271,0,4.3,6.45,1.9,5.7,0.62,High Polio & High Diphtheria,11.2
1115,2006,Developing,65.2,24.0,1,7.04,170.6325842,0,39.6,4.67,1.1,5.7,0.622,High Polio & High Diphtheria,11.7
1116,2005,Developing,65.0,238.0,1,7.35,17.46405901,0,39.0,5.83,1.8,5.7,0.619,High Polio & High Diphtheria,11.4
1117,2004,Developing,65.1,237.0,1,7.84,1.776181042,0,38.4,5.73,1.9,5.8,0.613,High Polio & High Diphtheria,11.2
1118,2003,Developing,65.3,237.0,1,7.93,16.47949015,0,37.8,5.97,2.1,5.8,0.611,High Polio &  Low Diphtheria,11.1
1119,2002,Developing,65.3,244.0,1,7.73,10.936338800000001,0,37.1,5.84,2.3,5.9,0.609,High Polio & High Diphtheria,11.0
1120,2001,Developing,65.4,247.0,1,6.71,15.54978677,0,36.4,5.82,1.7,5.9,0.606,Low Polio & High Diphtheria,10.9
1121,2000,Developing,65.4,246.0,1,6.63,16.75480888,0,35.7,5.85,1.1,5.9,0.602,High Polio & High Diphtheria,10.9
1123,2014,Developing,63.1,245.0,14,0.01,5.103249438,0,48.8,7.56,0.5,3.9,0.48700000000000004,Low Polio &  Low Diphtheria,9.1
1124,2013,Developing,62.7,253.0,14,5.68,4.989712322,0,47.7,8.1,0.5,3.9,0.483,High Polio & High Diphtheria,9.1
1125,2012,Developing,62.3,259.0,15,5.68,26.37942542,0,46.5,9.88,0.8,3.9,0.47700000000000004,High Polio & High Diphtheria,8.9
1126,2011,Developing,62.3,259.0,15,5.68,4.106484317,0,45.3,1.41,1.5,4.0,0.47,High Polio & High Diphtheria,8.7
1127,2010,Developing,36.3,682.0,23,5.76,36.2929176,0,44.2,8.9,1.9,4.0,0.47,High Polio & High Diphtheria,8.6
1128,2009,Developing,62.5,251.0,16,5.85,41.30079452,0,43.0,6.68,2.0,4.1,0.466,High Polio & High Diphtheria,8.5
1129,2008,Developing,62.1,259.0,16,5.95,63.83195683,0,41.8,5.92,2.4,4.2,0.462,High Polio & High Diphtheria,8.4
1130,2007,Developing,61.8,266.0,17,6.08,56.77858733,0,4.7,5.56,2.7,4.2,0.45799999999999996,High Polio & High Diphtheria,8.4
1131,2006,Developing,61.1,28.0,17,6.18,6.9955563860000005,0,39.6,5.7,3.3,4.3,0.455,High Polio &  Low Diphtheria,8.3
1132,2005,Developing,65.0,29.0,17,5.57,38.10904264,0,38.5,4.41,3.9,4.4,0.452,Low Polio &  Low Diphtheria,8.2
